种类,TF-IDF,关键词
体育,0.2240016676036991,442
其他,0.5300158108264296,积分
房产,0.4081191118989735,房源
娱乐,0.6320088849979664,代母
财经,0.2789612848443092,雷震
娱乐,0.48995560513423564,容祖儿
体育,0.6467434220428773,权健
其他,0.3746650455626468,亚冠
房产,0.35688011933185715,建筑面积
娱乐,0.3104108842608512,古巨基
财经,0.38626306599983695,骚乱
财经,0.4500554502411487,以色列
房产,0.3460021406124543,哈尔滨市
体育,0.28752761281991557,助攻
体育,0.3528473764453408,直播间
汽车,0.3042215334279849,奔驰
娱乐,0.30740204437724666,排名表
科技,0.39778891956054163,创业
房产,0.7157241527793574,城市更新
娱乐,0.34079883265013344,高斯
财经,0.5135067915262487,开发商
汽车,0.3676017106543155,浪琴表
财经,0.49226985251778116,新生儿
体育,0.5422824349903074,曼城
房产,0.534633556712992,产权
房产,0.42436661418416016,督查组
体育,0.4960786381455998,雷霆
其他,0.46274829889771074,猥亵
财经,0.6363337380771542,菅直
房产,0.7135671654595971,房产税
体育,0.6359247365624272,可可
其他,0.3536456947286243,屋主
财经,0.47564135301877014,美军
财经,0.4229514422250836,不明飞行物
体育,0.6085513606623871,佩兰
房产,0.6243778125861824,房产税
财经,0.35789777192022915,老年公寓
娱乐,0.38875930584616897,少年
房产,0.27830792932769277,楼盘
汽车,0.34636404758924966,出租汽车
汽车,0.4861510868907715,eu260
科技,0.45210899173771285,骁龙
娱乐,0.7197693402307688,宋慧乔
体育,0.43213254525017625,罗伯逊
其他,0.6091325585244382,海伦
娱乐,0.5446709375015809,张柏芝
汽车,0.40078651644013447,长轴距
科技,0.3616072722266094,泡沫
科技,0.46379966618975793,华为
汽车,0.39583177611205494,蚌埠
房产,0.5692762793424345,商铺
体育,0.580201234528414,齐达内
其他,0.3933010574458196,朱立伦
科技,0.5589917908169855,大川
汽车,0.6806752858946951,防撞
房产,0.5256582778320078,千灯
体育,0.5916861152785753,小牛
其他,0.37039765827649035,选举
其他,0.42497550631721287,历史学
娱乐,0.5166959406616938,blunt
汽车,0.5198592530124939,蓝鸟
科技,0.4708365414776229,车牌
体育,0.766215836820391,埃文斯
科技,0.7535762959323736,life
其他,0.24454350892184368,刘培立
汽车,0.3602608432741682,thp
财经,0.4662572022232611,思思
汽车,0.37322119076809984,v60
汽车,0.48025365066454184,稳定杆
娱乐,0.3348558365098864,av
体育,0.33722375417934425,火箭
财经,0.5819984482416899,奥巴马
体育,0.42444683625178825,熊谷
娱乐,0.6358342758835461,黄曼
房产,0.3722897056971454,合同
房产,0.4783823849154883,黑漆
体育,0.5468324720794355,诺维茨基
房产,0.5717528844751658,快速路
体育,0.42277914379582104,科比
财经,0.46424841479206974,药品
体育,0.3639099312250146,本期
娱乐,0.4861673449447062,评审
房产,0.6979298015888781,瑞安
体育,0.5281283124175077,上海队
财经,0.4535329877796293,血浆
科技,0.5146068560919134,['clw']
其他,0.4853786329994364,总统
房产,0.6876048764218256,租房
其他,0.5105299235590894,效益
汽车,0.48122430738701366,马自达
财经,0.5468534227090802,积水
财经,0.4191172646659093,周蓓
科技,0.2327285299085557,维基百科
体育,0.5312145704434909,梁文博
娱乐,0.5156614833004607,爱情
房产,0.5389457763216786,房价
汽车,0.52204605689896,xl
科技,0.34714444259480565,pda
科技,0.6954388250954981,手机店
汽车,0.47157484232116875,5008
娱乐,0.38758720519513545,片警
其他,0.6363493965248422,伊利
科技,0.709769183688878,小米
汽车,0.3506045413319486,迈锐宝
娱乐,0.7543745981761956,郑亦桐
其他,0.3595869973054324,主队
体育,0.3491279890962277,特雷斯
娱乐,0.41622895930551623,哈利波
房产,0.5527304794445705,房企
汽车,0.3929685970484605,自由
科技,0.5072690204604479,fitbit
财经,0.5821290780314726,摩托罗拉
科技,0.5514547360472801,spacex
娱乐,0.6922086571428261,刘惜
房产,0.5465678330285643,总部
汽车,0.6106744573330378,电池
房产,0.39462085916591405,城区
其他,0.5287414393420801,五人
财经,0.47038486565572096,欧元区
科技,0.4273969926256624,手机
科技,0.534239897245733,无人机
体育,0.9182937306902922,孔卡
财经,0.47259586758551586,卡扎菲
财经,0.27273094493812333,婚房
其他,0.5302790798558122,乐恒
体育,0.6374027281445811,科比
娱乐,0.4254876372578128,春光
房产,0.3969041907517346,富春山
财经,0.8003389604543355,65104
房产,0.40713867736983517,备选
其他,0.34388820784960633,邮费
体育,0.7274108159649298,吴曦
娱乐,0.6480213912426632,麦莉
房产,0.29436133789113883,调控
体育,0.4665028984533726,火箭
财经,0.6077023575624415,提拔
科技,0.7397336655892851,airbnb
财经,0.44170824647598095,380a
其他,0.6279116351760704,红油
房产,0.4978754716281954,加装
其他,0.4388415056383027,考试
科技,0.42093482065684185,加密技术
体育,0.6688195831052962,李霄鹏
科技,0.5576956185020537,华强
汽车,0.4617427724483808,沃尔沃
娱乐,0.3976594966027089,节目
其他,0.49088640266606903,良种
其他,0.482318336243255,中奖者
体育,0.4324504240038752,教练
娱乐,0.7039023874566902,同性恋
房产,0.28795576814373997,龙岗
汽车,0.5061717118516471,汽车城
其他,0.3118222476294383,代课
体育,0.63330152392819,内马尔
娱乐,0.3603148556903775,中国
房产,0.41914885017002323,文化公园
其他,0.5258971799218044,车票
汽车,0.5369712358252668,汽车
科技,0.5334978152960204,巴特
汽车,0.48629432017121355,德州
娱乐,0.6586373609844789,张柏芝
其他,0.6771917679645015,创业
科技,0.4787270186503469,久之
财经,0.6697655929223718,记账
其他,0.5303409230658406,喀左
房产,0.6343074406109208,佳兆业
汽车,0.30261056670627745,车道
财经,0.6407555052652573,武汉
房产,0.3514486217791681,交房
娱乐,0.6188350250061239,宋慧乔
财经,0.6549921149200031,味千
房产,0.502584351729173,孙先生
娱乐,0.5436794409773149,江豚
体育,0.6945071123408887,巴萨
其他,0.740929206590235,慰安妇
财经,0.5100483877210443,工业生产
财经,0.4912351275561223,苏天化
房产,0.24861599530558454,研究部
财经,0.3145220021404926,高子程
房产,0.46117776731349835,华海
房产,0.4681878930301016,房贷利率
娱乐,0.4360991182221571,杨洋
体育,0.3872509386579167,mma
其他,0.5965060247014059,党建
体育,0.5211744598719208,曾诚
财经,0.8858498326613231,稀土
体育,0.626270517251039,迪奥
娱乐,0.49710602338967763,火枪手
汽车,0.5573194980160706,领航员
汽车,0.7359880053533566,高尔夫
房产,0.3587669766829005,场馆
娱乐,0.36135554234652845,警匪
财经,0.4043683053234398,西城区
科技,0.5208867344337282,谷歌
房产,0.3294389048555977,调控
娱乐,0.348011043174215,刘佳
体育,0.7241833202696222,归化
其他,0.5083712075847814,污染
其他,0.5060983947165445,泛珠
娱乐,0.38836347503886964,凯丽
汽车,0.5222710424133087,北汽
科技,0.5094639689581346,何干
其他,0.3674419493294162,怒绘
娱乐,0.47027579300944156,何超仪
汽车,0.49750398071180907,油管
科技,0.42487682031195045,人民币
科技,0.4641936732092661,春水
娱乐,0.5227523289712619,方子哥
房产,0.3680916201165987,业主
娱乐,0.6862941285632582,春晚
体育,0.8004245164798723,莫兹戈夫
其他,0.5203361027392649,私生女
体育,0.4305583466593097,斯切尔
娱乐,0.4944888118640542,郭静
汽车,0.5751799625477715,平行
其他,0.5517215669757456,网购
科技,0.5993919629440001,恒大
体育,0.69869574247674,车队
其他,0.569172320947355,短信
体育,0.5274540337349111,梅内塞
科技,0.2580590866310722,简洁
娱乐,0.23720014232220749,豪杰
体育,0.41056355420781315,阿圭罗
汽车,0.48655311136368934,['奥德赛']
科技,0.5541097786300676,阿里巴巴
汽车,0.5490871594010689,记录仪
娱乐,0.6450807743948641,赵寅成
其他,0.4228499250006594,['众筹助']
其他,0.5138429703123679,长楹
体育,0.35282600434780426,步行者
娱乐,0.6667637137338087,sara
房产,0.48083349742861253,许先生
娱乐,0.3711246106662023,林冲
科技,0.702510689389623,智能家居
其他,0.4074130205123677,死刑
体育,0.4064410306163313,记忆
娱乐,0.33506017627003004,183
房产,0.4387907238946581,环比
科技,0.5245364319970813,boxed
科技,0.5536189020806709,gj1132b
汽车,0.23829518027509,车型
娱乐,0.2892889259269899,勇者
其他,0.38677875653196714,钓鱼岛
房产,0.5153766844257986,龙岗
汽车,0.6319697137783047,宝沃
财经,0.62114581393492,金条
娱乐,0.49112853654424143,方子
娱乐,0.482238615266115,晁盖
体育,0.2816257342919307,助攻
汽车,0.5617842511015297,rx
房产,0.3827269234909253,改造
财经,0.5068190028247587,香蕉皮
财经,0.5339235468796333,熊猫
体育,0.5096331390566472,李根
其他,0.7731877305060995,秋裤
体育,0.5471996942358893,崔钟灿
娱乐,0.6928783010623321,梁文音
房产,0.3806487658112623,国羽
财经,0.4803671845342585,土豆网
其他,0.4673851780756313,海鲜
体育,0.37068173031433743,金东秀
娱乐,0.23129382771640816,原著
房产,0.4738890986922301,老人
房产,0.3727293504138037,成交
财经,0.6066684780100728,猎鹰
房产,0.4897297949904845,开发商
财经,0.3728569594193843,a股
汽车,0.587072335840355,逍客
财经,0.7228285823277255,快递
娱乐,0.32977141694742296,天娱
财经,0.36883499340959425,['加拿大元']
科技,0.3314115735750602,lg
房产,0.6487404301481323,房产税
其他,0.5935354555003062,诺远
汽车,0.5936428858672977,燃料电池
其他,0.8539070438499784,毛巾
房产,0.39938755536396764,排洪
娱乐,0.5940800329201694,张卫健
体育,0.6879453440944284,陕西
其他,0.7210885806396545,雷恩
其他,0.43418153085179023,水利枢纽
娱乐,0.3774047716669567,刘少峰
汽车,0.6002726000383559,宝马
科技,0.5032858028252121,聊天
其他,0.45932742686721995,老年大学
娱乐,0.5564756208490377,树叶
汽车,0.4663016750765229,摩托车
科技,0.37316413759503936,时尚资讯
汽车,0.4300678106777197,排放
房产,0.5454685650599573,成交
娱乐,0.46968922988353573,小考
体育,0.34765566636196527,莫兹戈夫
其他,0.3202037137101126,高城
其他,0.49745645446216785,吴广崖
体育,0.4114115063522973,斯布鲁克
科技,0.4331146687662228,车联
财经,0.4165804721523693,济南
科技,0.48020242834367644,海洋
房产,0.4544600896651982,花城
其他,0.5268914188280239,巴基斯坦
房产,0.5857326711821628,旧楼
娱乐,0.6731935141830895,宋小莹
体育,0.4772582847099138,鹈鹕
其他,0.5834628460306956,青蟹
房产,0.43823863750034503,农民工
财经,0.3240609210290412,演出
财经,0.5788181662543422,普京
体育,0.40933182888737424,科比
财经,0.4935673599873422,曾志伟
体育,0.43577521004710257,老鹰
房产,0.37429312765845124,增城
娱乐,0.4841593270101793,['贾氏']
体育,0.24429895954686986,比尔
其他,0.7289376216556338,李昌钰
财经,0.41047359804415096,一方
其他,0.4839724924458294,万科
房产,0.45610142764398404,电梯
科技,0.32826359778658737,处理器
科技,0.42268932110363877,周鸿
财经,0.6357591820100993,h股
娱乐,0.6725932775183839,laughing
科技,0.6662426799836373,windows
财经,0.31731915961142443,埃塞俄比亚
汽车,0.5174815266104491,起动机
房产,0.35329641349332686,地产
其他,0.40421423327736555,恒大
娱乐,0.4241981679887427,乐迷
汽车,0.5511645388208045,迈锐宝
科技,0.4236620777547081,小牛
科技,0.6713838904776296,马斯克
汽车,0.5542677926308414,奔驰
房产,0.41449317215325066,楼盘
娱乐,0.6203875591543986,钟晓飞
体育,0.5785637743782823,厄齐尔
科技,0.6664161911067576,网瘾
汽车,0.40078651644013447,长轴距
房产,0.3340307095568821,公寓
娱乐,0.2850280559927914,妮可
体育,0.6098436074274787,尔特
其他,0.27483341451351234,广州
娱乐,0.5900745688548865,水浒
汽车,0.5117433402449914,b30
科技,0.7000950080525999,脉脉
其他,0.5691732079600588,医疗机构
房产,0.33086928711905284,购物中心
科技,0.4018693162667104,棘轮
财经,0.33424072613691475,受灾
财经,0.41250615229465415,雨量
汽车,0.48122430738701366,马自达
科技,0.5033101924776361,俄罗斯
财经,0.35491985739061344,成亮
体育,0.26109149515802904,轻视
其他,0.4270111836161584,左右开弓
体育,0.4058471607789486,刘翔
房产,0.5783371825112015,书院
房产,0.36074281017772003,途家
娱乐,0.3238585983887347,来博
体育,0.36981961750989817,中国女足
财经,0.6264330438172794,基金
房产,0.7806017954574693,安防
娱乐,0.6355964487868185,倪萍
体育,0.6019041922314415,马布里
财经,0.36588795425999987,动车组
体育,0.3298801194570266,本期
房产,0.3596708576855105,北京路
汽车,0.2771350228470029,样式
汽车,0.32465171629018796,mpv
财经,0.44344431423063163,台湾
体育,0.48943666479743597,举重
娱乐,0.5195210804072907,sa
科技,0.39539245797986344,微软
体育,0.6274030812856353,李沧区
汽车,0.27536168097057073,英朗
其他,0.7665523227790877,管家
其他,0.3486665181535249,文化
体育,0.7844109482228616,霍华德
房产,0.3681431649372471,买房
汽车,0.6255869559271084,首汽
科技,0.6062419338562376,呼死你
科技,0.6976258704000352,火星
汽车,0.41784827783164347,起亚
娱乐,0.36357576173258066,['九里香']
其他,0.2752627441870387,男单
科技,0.3542096239890567,设备
汽车,0.4712679122193001,thp
娱乐,0.2879127168640689,拉姑
其他,0.5695089214056035,体彩
其他,0.6330946748375961,伊利
体育,0.2700450526854558,上篮
房产,0.4387576634520434,商圈
汽车,0.3549480242018515,奔驰
科技,0.7328104978810444,网易
科技,0.39364555126896056,网络
汽车,0.4575246557124607,无人驾驶
体育,0.6813002110608167,梅内塞
娱乐,0.41087466515840115,写真
娱乐,0.28539671316226595,无不
财经,0.4786671552690754,味千
汽车,0.33504145085808323,sr7
房产,0.4952886952755242,买房
财经,0.43312589508580773,季莫申科
其他,0.2979993591847809,水陆两用
体育,0.608825863029321,刘连杰
房产,0.3820090027415343,西线
房产,0.4922144261614411,业主
体育,0.4761351825679559,雷吉
财经,0.7061701703837524,hk
房产,0.4759425574587162,28376
体育,0.5056910182005202,泽斯
财经,0.41888486815153936,法国
财经,0.4578183815492391,巴沙尔
其他,0.6221220308217895,列车
体育,0.48905675796521303,篮板
房产,0.29098454582785205,改造
财经,0.3243386382058712,业主
体育,0.2978055406807474,克罗
房产,0.3170501501237358,违办
房产,0.5047620719777616,推新
其他,0.7597792179300338,姜饼
体育,0.6133418201917471,快船
财经,0.33540469840134157,国防部
房产,0.4241137839099863,督查组
其他,0.42485720656597753,摊群点
汽车,0.5392478272809027,租赁
体育,0.6037545305474161,曼苏尔
财经,0.410067405441593,利比亚
财经,0.5935909679488846,尚德
娱乐,0.7651160502058381,宋丹丹
体育,0.3918949361697275,曼城
房产,0.41304338550548964,横琴
娱乐,0.5612530798593228,音乐剧
房产,0.6936844611124008,别墅
汽车,0.7885630962204875,nv200
汽车,0.36650972255957653,特斯拉
财经,0.2682025209157737,扩容
汽车,0.6520955451774239,tomtom
体育,0.4992264300230683,小牛
娱乐,0.43555616897290006,海藻
其他,0.6108700265861235,转账
娱乐,0.5454700343802729,许颖
汽车,0.40763409276813856,自由
科技,0.7174845771010641,照片
科技,0.5233739642857564,徐某
汽车,0.3763329461391963,兰博基尼
房产,0.34248711475682136,水城
其他,0.5898055103619163,欧盟
体育,0.6538853223791812,雷吉
科技,0.3771773888233628,新兴
汽车,0.4009902096886044,a3
房产,0.569433401087626,13217
其他,0.41322856503835304,王如玄
体育,0.6551425069008378,拉蒙德
其他,0.4577917965290198,积分
娱乐,0.7941445892129189,艾米
汽车,0.9029469798316504,手刹
体育,0.7266810363836116,戈贝尔
科技,0.6038660819359725,android
其他,0.5255200394685111,英文
体育,0.40220135953878916,步行者
科技,0.3213455204591318,合并
汽车,0.456265586912686,旅行
汽车,0.299685435131012,奔驰
汽车,0.4354235176968095,爱佑
体育,0.6504783589143769,戴维斯
财经,0.329713317204148,大学生
体育,0.44129404833584457,晋级
房产,0.5800898411865874,房企
娱乐,0.33317395097232533,['张翰']
房产,0.6286888837550637,轻轨
体育,0.3320864863507212,灯节
房产,0.5975928048517722,成交
体育,0.5993232190094749,东北虎
其他,0.445204583233489,篮网
财经,0.4022603666688909,汽柴油
体育,0.6414216506784174,艾伦
科技,0.4992178206976678,土豆
房产,0.2682028441888688,库存
娱乐,0.7046102189360749,黄圣依
科技,0.36795108794452097,腾讯
财经,0.46012010641173584,资本
科技,0.7336163881053863,土拨鼠
体育,0.4122227346157746,科比
其他,0.5190148775365293,慰安妇
其他,0.35187367485450183,['法鲁克']
财经,0.3949269848290002,王府井
科技,0.6225521321096307,聚美
房产,0.6580701492453195,房产税
体育,0.4099264399205084,冰球
房产,0.3407178705881906,质量
娱乐,0.4174535457504893,孙玮
汽车,0.47015298147707874,企业
科技,0.5309587123534378,地球
科技,0.48315535635031365,play
汽车,0.4749323885215772,楼下
娱乐,0.5456336503451888,林赛
其他,0.3939673121248232,明珠
科技,0.5926149877069534,rufus
房产,0.4459864399827947,28376
汽车,0.5159101287860193,a5
娱乐,0.5792702687991996,卡梅隆
其他,0.21180734560664152,['13b']
体育,0.43017301923558987,曼联
财经,0.8950187643180477,nbsp
房产,0.5319497124364143,楼市
娱乐,0.50157327938648,董璇
汽车,0.4528745946880349,国产奔驰
科技,0.40844599577131935,凌海
财经,0.3363971880337022,拜登
科技,0.6693121067860737,虚拟现实
财经,0.5584413721441315,石油
汽车,0.5184854865100263,车神
房产,0.3503264244573285,蛇口
娱乐,0.5470801389264165,穿帮
科技,0.7466076444148921,windows
房产,0.45605645968151104,金融城
财经,0.5505139340176072,摩托罗拉
科技,0.7455864838073625,蘑菇
科技,0.37452649791119946,特斯拉
体育,0.37336600705224876,二中
财经,0.4581676962979507,青岛
其他,0.7573857826773827,好人
财经,0.5137030582007267,骚乱
体育,0.5893690200150192,巴萨
其他,0.4670854865668143,国际象棋
房产,0.4076297383024518,成交
娱乐,0.4705330683153455,曲丹
财经,0.4600507865377007,钢材
体育,0.40756336754754363,北京队
其他,0.5795954792531853,百隆
房产,0.6429683144472031,大学城
娱乐,0.5223689905039154,李连杰
体育,0.7009059944157596,武阳
财经,0.3001978465081639,老年公寓
科技,0.7257511365297303,zite
其他,0.4957534152803763,星期六
财经,0.5204631297888265,法国
汽车,0.40791255717241914,酷威
其他,0.38362867739146234,落户
体育,0.691869321969771,罗伯
科技,0.655591892526776,暗物质
科技,0.5368028134874088,天鹅座
汽车,0.35948320745017004,雅阁
娱乐,0.6056273170180014,周丽淇
其他,0.37514387504597785,中职
财经,0.41743802660242313,持仓量
体育,0.5071491713828193,足球
其他,0.2283815072844551,['bjdwbtyb']
房产,0.49036316611909836,出口
娱乐,0.3887409251160131,变形金刚
汽车,0.481939015721956,名古屋
房产,0.8879005286772566,信托
体育,0.3981005184424893,科比
其他,0.4958992439334062,总统
房产,0.3465202443219339,岗区
娱乐,0.5986071072700103,神话
汽车,0.5085966641881687,gs4
科技,0.3400372382016497,消费
汽车,0.3799459880666272,系列
娱乐,0.5598649991125025,杨采妮
其他,0.4599246275131842,合成
其他,0.44859881472023944,母婴
财经,0.3815041902429169,货币政策
房产,0.4168740272882589,违法
娱乐,0.6824412962474342,李琳
房产,0.48452629756797305,高尔夫球场
汽车,0.35143302958081235,帕萨特
财经,0.4099436123449888,px
娱乐,0.48941434970113973,水浒
房产,0.3497291752847123,搬运
其他,0.4516550195944912,体育
体育,0.7989469268198379,拉莫斯
娱乐,0.7941034794605588,包小柏
财经,0.4551024731812062,二手
财经,0.3373291947110845,意大利
汽车,0.5085830927213646,奔腾
房产,0.4521912418134062,宅地
财经,0.2984650222559236,以色列
房产,0.29633057659741036,瑞景轩
娱乐,0.29987321247157267,杨志
房产,0.5707779054986305,安居
其他,0.4185488054304058,雍和宫
体育,0.4399082984464665,阿扎尔
财经,0.34206836133883717,致歉
科技,0.5096516526965515,手机
娱乐,0.6475067924564554,吴晓敏
汽车,0.5498093852314687,斯巴鲁
财经,0.6571292510408645,百胜
汽车,0.535293014830902,cs15
房产,0.6997061596557334,温州
娱乐,0.4221794057172398,梦想
科技,0.39204156701410076,面具
体育,0.4895850417861679,首钢
娱乐,0.6717679495010832,五月天
房产,0.6044630187942593,同德
其他,0.5983860720767878,员额
体育,0.8847140756161952,王励勤
其他,0.37602949888950105,巡视
娱乐,0.7601469239593254,韩雪
汽车,0.8111379874746769,机油
科技,0.48692172660157834,媒体
其他,0.3920548025842126,税制
娱乐,0.5460599264339128,小燕子
汽车,0.7560988379074046,脚垫
科技,0.6158977885758388,李伟
科技,0.7450694700649881,流量
娱乐,0.695903705913119,斯巴达克斯
房产,0.6708727857809774,成交
其他,0.6682864999069341,蜂窝煤
体育,0.7071442283074708,乔治
体育,0.5298792982559853,那不勒斯
财经,0.5653919978748002,1664
娱乐,0.5202234735092426,李云龙
科技,0.5225558073675638,刷单
体育,0.5174206327881589,科比
其他,0.41643168461069857,银行
科技,0.4935786964183797,银行卡
其他,0.47182986891159134,大红门
体育,0.36331093053789004,温格
财经,0.8597903818709253,月饼
体育,0.705920600203357,卡希尔
娱乐,0.6248889805978629,俞承浩
科技,0.419191363369182,生态
汽车,0.5027131393622332,q7
娱乐,0.297160861687069,预告片
其他,0.3559714316311973,演出季
体育,0.44113995161128566,快船
其他,0.43338686009883565,['a04']
房产,0.5396269301366241,缴存
娱乐,0.4935994341059838,郑晓东
科技,0.43334208774808936,锂电池
体育,0.5827451836459776,首钢
其他,0.34245499025610465,['劣质']
房产,0.382355489033747,城管局
娱乐,0.3678615862072867,海报
体育,0.29471374508446213,桑巴
科技,0.7166739209943839,路灯
科技,0.5199942729846968,酸奶
汽车,0.7787579196578812,喇叭
娱乐,0.7413967521893511,纪文惠
其他,0.6223772230090577,海航
汽车,0.42982953264646423,ds
财经,0.5211990523867873,跨境
娱乐,0.3867378073417872,lucas
房产,0.29230026522757147,广州
娱乐,0.47446352933127045,田丽
科技,0.5550373456122248,动视
汽车,0.39377718651722443,自动
房产,0.5078113181057409,征收
财经,0.40965533182396974,黄金
财经,0.33198529633390356,涨幅
体育,0.3517538442255357,维克多
其他,0.6335328603724134,林书豪
房产,0.3326722561511943,贷款
娱乐,0.31640366937201053,凯利
财经,0.8472313783497712,蓝宝石
娱乐,0.4080986548388632,杨洋
体育,0.49712465494611385,朴茨茅斯
其他,0.4265094945306461,食品药品
房产,0.535212000933508,房产税
娱乐,0.5006292247492592,杨幂
房产,0.7682902353674668,公积金
汽车,0.49345754003656567,神行
财经,0.5457068605630491,罗斯
房产,0.4583566855655146,中山公园
娱乐,0.3809566855144877,邵钧
财经,0.3533955475395884,美国
汽车,0.36990558365793214,大众
其他,0.5271001782479214,乌鲁木齐
房产,0.6306609169296271,梅林
汽车,0.6810863330851437,新能源
娱乐,0.28938303573353996,逍遥法外
房产,0.43471925096166825,百分点
其他,0.5224693739365103,李小璐
体育,0.6278397463847065,德约
其他,0.3725062572912857,食药
娱乐,0.5558526788715323,专辑
汽车,0.44413898834237286,二手车
科技,0.5188425152587478,事业部
财经,0.42691114994268003,削减
其他,0.3399919858582531,清雪
娱乐,0.3610917806190414,黄雅莉
汽车,0.2519867952595408,凯美瑞
科技,0.5125740477172138,马云
房产,0.25287529780522905,房价
汽车,0.33212027726295706,carplay
娱乐,0.4538420509545189,音乐节
房产,0.5192445115263505,补偿
其他,0.6408484735535696,滑膛
体育,0.6217906106377314,本泽马
体育,0.7756812235251443,吉安
其他,0.42863283604771446,驾校
科技,0.24049799969410138,['lg15']
科技,0.424817430890167,三星
汽车,0.36850187424986414,q5
财经,0.5289457974917884,华谊
其他,0.43167018426916626,验证码
娱乐,0.5904542590065357,杨丞琳
房产,0.5265075615990878,成交
其他,0.4677994504621232,刘健堂
体育,0.3294373681146424,湖人
财经,0.4507026439460332,2437
财经,0.395512556085141,标普
体育,0.4385677299768928,孙杨
财经,0.3226237811075182,中毒
体育,0.3079426924514554,压缩性
科技,0.6853370814358448,手表
娱乐,0.49138838977102717,李多海
房产,0.3394637316958148,楼价
其他,0.5083954262209266,吴亦凡
体育,0.8780036663080534,萨米尔
财经,0.5915971253654672,皮肤
其他,0.4259343659109954,广州美术学院
房产,0.31713804083530706,出租屋
科技,0.812787629723336,惠普
科技,0.6117288411219762,盒子
财经,0.5505139340176072,摩托罗拉
汽车,0.5989032945518619,驾驶证
财经,0.35472518874003356,检查
科技,0.49371041608814165,square
娱乐,0.4167789085894096,蒋恺
房产,0.6456306915241551,乞巧
其他,0.45739576423983486,粤港
娱乐,0.38088892379905653,虎妈
汽车,0.6383090138270406,名图
房产,0.24995394671749835,开发商
科技,0.47265533468369314,普罗米
科技,0.7398853444320755,电缆
汽车,0.6234685171615995,cs15
娱乐,0.38862720304752396,彩虹
房产,0.49521386635830766,主城
财经,0.6017025015394551,nbsp
体育,0.6851326324651109,科比
科技,0.44984873128749664,韦伯
汽车,0.5155564346695635,大众
娱乐,0.5322416168287009,蓝精灵
房产,0.5382803685754446,商业地产
体育,0.45803595606972736,张呈栋
其他,0.5764138771849591,跳绳
娱乐,0.6518205753281264,嘉宾
汽车,0.3485810686593783,万升
科技,0.4000179974128134,平衡
其他,0.40267372921788014,包车
房产,0.4627200826965377,维权
科技,0.4617606070799597,人民币
财经,0.38982421562676856,周蓓
科技,0.4171156455177834,公厕
财经,0.4042163309584951,stankovo
科技,0.7393226980666157,代驾
其他,0.5099131822669916,情妇
体育,0.31822325571996624,外援
其他,0.5653059203657416,雷霆
体育,0.48897841649145185,326
房产,0.40680716830344743,房源
娱乐,0.3759008090036508,花儿
房产,0.3481529625730716,新盘
科技,0.5694610170717952,pro
体育,0.7380616447625,巴斯
财经,0.32123973521926463,欧元
娱乐,0.7375261623020961,郑亦桐
房产,0.32170847767954286,推新
体育,0.49402072661974844,女足
财经,0.3598760277067164,汇添富
体育,0.3572427967176278,泰拳
房产,0.3071437411477341,保障
汽车,0.3582669398313163,雪铁龙
体育,0.5575684130571971,库里
汽车,0.6480985212974014,手缝
体育,0.6276843999361494,库里
其他,0.42183696089746786,数字化
汽车,0.3581139414737605,g90
科技,0.35305266456779566,消费者
体育,0.5612391794850334,单杆
其他,0.31700292488338544,朱立伦
房产,0.5452751726756091,成交
汽车,0.5180177881317564,一汽
科技,0.5750601893339311,奶粉
科技,0.6323254045290614,square
体育,0.3158422961585947,三分
汽车,0.6234685171615995,cs15
娱乐,0.3919295174622588,张艺谋
其他,0.3294766053242424,灯笼
科技,0.5175460501019129,v404
汽车,0.6110667037659923,维特
娱乐,0.3360840054291692,twins
其他,0.4146853574350077,武侠小说
体育,0.8090265439518278,蒂格
其他,0.6034693339624362,娃娃鱼
房产,0.5029410088887953,利澳
汽车,0.4333552085968912,商用车
科技,0.48563945598023195,泛亚
体育,0.3393059629219669,库里
汽车,0.5291018258466417,指南
娱乐,0.4296445408490941,驾到
房产,0.44824026440982934,增城
娱乐,0.34433789870460096,郭小凤
财经,0.4997699519546952,骚乱
汽车,0.5914420071781459,长安汽车
汽车,0.524304429677101,rav4
财经,0.44636592770433076,味千
体育,0.462917023687431,勇士
汽车,0.5559606513997631,车改
其他,0.3498614766920168,朱立伦
房产,0.5913373955567046,租金
房产,0.5921172249656654,保障
体育,0.5064162890176637,火箭
娱乐,0.5562205813677078,薛佳凝
财经,0.41888486815153936,法国
房产,0.4239470172804153,调研
体育,0.5817459997672934,['劳内']
财经,0.40330575383369194,基金
财经,0.4405241945872362,两列
体育,0.5469909210871744,泰拳
其他,0.7647496654401036,老挝
房产,0.4627953653523693,农村
体育,0.36477467360665394,开拓者
汽车,0.5045382625593281,gs4
娱乐,0.3423709038118855,蒋冰
娱乐,0.48062499020489424,['拉法莉']
房产,0.6393724727922688,海心沙
汽车,0.309304206854836,拘役
汽车,0.4456314524529835,更换
财经,0.4572028486054908,曹晓晓
其他,0.45485641572320296,英文
体育,0.6292176471867147,诺维茨基
汽车,0.48528488205892306,mkx
房产,0.35575385198302817,房产税
财经,0.4286800205765505,骚乱
娱乐,0.6152358246796172,朱雨辰
财经,0.2507685632776656,日元
房产,0.5171980766338147,成交
体育,0.605041238863377,王睿
财经,0.4199685667815969,法国
房产,0.591903754475535,成交
体育,0.2891877326869962,吉洛
其他,0.4557622979561782,贾乃亮
